# BEAST v10.5.0
# Generated Thu Apr 09 11:53:39 BRT 2026 [seed=1775746417747]
# CDV_GTRG4_skygrid_strict_4traits.xml
state	host_1.rates.Carnivora.Primates	host_1.rates.Primates.Carnivora	host_1.indicators.Carnivora.Primates	host_1.indicators.Primates.Carnivora	host_1.nonZeroRates
2630000	5.219274329185087	0.2962431412223926	1.0	1.0	2.0
2640000	0.9300849226066963	0.28083051068850945	1.0	1.0	2.0
2650000	2.05415912823094	0.023535834089479818	1.0	1.0	2.0
2660000	0.8592910387053592	0.3273148006087315	1.0	1.0	2.0
2670000	0.20909397842093627	0.3579818009769458	1.0	1.0	2.0
2680000	1.4016232136817939	0.13797415482896372	1.0	1.0	2.0
2690000	1.2834871837340427	0.0077843723595734165	1.0	1.0	2.0
2700000	4.465762346097068	1.3042078923310763	1.0	1.0	2.0
2710000	3.7410868202992638	1.0464960879076561	1.0	1.0	2.0
2720000	0.20090768205023515	0.39225072591041055	1.0	1.0	2.0
2730000	0.07337655366408141	0.13756514038168313	1.0	1.0	2.0
2740000	0.17761625505964837	0.7035244639987814	1.0	1.0	2.0
2750000	0.46941843653511667	0.26688617307511614	1.0	1.0	2.0
2760000	1.6745213625187911	1.0157242954124726	1.0	1.0	2.0
2770000	0.5384215087427024	1.0894734962885784	1.0	1.0	2.0
2780000	1.0746067944017699	0.3094510409219056	1.0	1.0	2.0
2790000	1.1696894418564907	0.39151581826678133	1.0	1.0	2.0
2800000	3.2410915721997506	0.5545966721260156	1.0	1.0	2.0
2810000	0.7087727133723791	0.6597083750650778	1.0	1.0	2.0
2820000	0.019366069619407737	1.4860874745687118	1.0	1.0	2.0
2830000	2.0992155247890163	0.3165843564641567	1.0	1.0	2.0
2840000	1.7797918509456772	1.7587987694251974	1.0	1.0	2.0
2850000	1.0366251504706558	0.055219659786125544	1.0	1.0	2.0
2860000	5.642649433214374	0.42174626942147225	1.0	1.0	2.0
2870000	0.6335944434336976	2.5761264080875588	1.0	1.0	2.0
2880000	0.35377169441734174	0.3107963748510914	1.0	1.0	2.0
2890000	0.4018984717730925	0.15799611390711496	1.0	1.0	2.0
2900000	1.1209727549308501	0.2411907185612404	1.0	1.0	2.0
2910000	2.418352789820376	0.5094507761510334	1.0	1.0	2.0
2920000	3.4066538101099524	2.404142521101676	1.0	1.0	2.0
2930000	0.044787938676858645	0.00911142531921761	1.0	1.0	2.0
2940000	1.7787654924404082	0.7784151592403906	1.0	1.0	2.0
2950000	0.3307766618956287	0.014712838450410784	1.0	1.0	2.0
2960000	0.7368207965910294	0.1341819844854277	1.0	1.0	2.0
2970000	0.559173587181347	0.06437913541239268	1.0	1.0	2.0
2980000	1.6883317407958882	1.1171079707521174	1.0	1.0	2.0
2990000	0.08501268828623004	0.06125401667486918	1.0	1.0	2.0
3000000	1.022545407450114	0.07825619828912848	1.0	1.0	2.0
3010000	2.9873232243039465	0.11132441660793113	1.0	1.0	2.0
3020000	1.3976423699563287	0.3933560855817273	1.0	1.0	2.0
3030000	3.014049529698316	2.1952239468015535	1.0	1.0	2.0
3040000	0.8183134896344498	0.34662398345498296	1.0	1.0	2.0
3050000	0.09483537670285522	0.020962139077189135	1.0	1.0	2.0
3060000	4.071807547511265	0.9259252108680025	1.0	1.0	2.0
3070000	0.4735592187691111	0.0043926337530931685	1.0	1.0	2.0
3080000	0.5863577597522058	0.5125033918758962	1.0	1.0	2.0
3090000	2.3211507031315715	0.5215726768224568	1.0	1.0	2.0
3100000	0.48704681609303235	0.30433195086154863	1.0	1.0	2.0
3110000	0.7840035721897639	1.039768934147462	1.0	1.0	2.0
3120000	1.7541281496725611	0.20589946322141753	1.0	1.0	2.0
3130000	3.1320204136268073	0.825953263785433	1.0	1.0	2.0
